Station,Date(NZST),Time(NZST),Amount(mm),Period(Hrs),Freq
22719,20170630,0800,0.0,1,H
37852,20170630,0800,0.0,1,H
22719,20170630,0900,0.0,1,H
37852,20170630,0900,0.0,1,H
22719,20170630,1000,0.0,1,H
37852,20170630,1000,0.0,1,H
22719,20170630,1100,0.0,1,H
37852,20170630,1100,0.0,1,H
22719,20170630,1200,0.0,1,H
37852,20170630,1200,0.0,1,H
22719,20170630,1300,0.0,1,H
37852,20170630,1300,0.0,1,H
22719,20170630,1400,0.0,1,H
37852,20170630,1400,0.0,1,H
22719,20170630,1500,0.0,1,H
37852,20170630,1500,0.0,1,H
22719,20170630,1600,0.0,1,H
37852,20170630,1600,0.0,1,H
22719,20170630,1700,0.0,1,H
37852,20170630,1700,0.0,1,H
22719,20170630,1800,0.0,1,H
37852,20170630,1800,0.0,1,H
22719,20170630,1900,0.0,1,H
37852,20170630,1900,0.0,1,H
22719,20170630,2000,0.0,1,H
37852,20170630,2000,0.0,1,H
22719,20170630,2100,0.0,1,H
37852,20170630,2100,0.0,1,H
22719,20170630,2200,0.0,1,H
37852,20170630,2200,0.0,1,H
22719,20170630,2300,0.0,1,H
37852,20170630,2300,0.0,1,H
22719,20170701,0000,0.0,1,H
37852,20170701,0000,0.0,1,H
22719,20170701,0100,0.0,1,H
37852,20170701,0100,0.0,1,H
22719,20170701,0200,0.0,1,H
37852,20170701,0200,0.0,1,H
22719,20170701,0300,0.0,1,H
37852,20170701,0300,0.0,1,H
22719,20170701,0400,0.2,1,H
37852,20170701,0400,0.3,1,H
22719,20170701,0500,0.4,1,H
37852,20170701,0500,1.2,1,H
22719,20170701,0600,1.5,1,H
37852,20170701,0600,0.4,1,H
22719,20170701,0700,0.0,1,H
37852,20170701,0700,0.0,1,H
22719,20170701,0800,0.0,1,H
37852,20170701,0800,0.0,1,H
22719,20170701,0900,0.0,1,H
37852,20170701,0900,0.0,1,H
22719,20170701,1000,0.0,1,H
37852,20170701,1000,0.1,1,H
22719,20170701,1100,0.3,1,H
37852,20170701,1100,0.2,1,H
22719,20170701,1200,0.3,1,H
37852,20170701,1200,0.0,1,H
22719,20170701,1300,0.3,1,H
37852,20170701,1300,0.0,1,H
22719,20170701,1400,0.3,1,H
37852,20170701,1400,0.2,1,H
22719,20170701,1500,0.3,1,H
37852,20170701,1500,0.1,1,H
22719,20170701,1600,0.3,1,H
37852,20170701,1600,0.7,1,H
22719,20170701,1700,0.3,1,H
37852,20170701,1700,0.9,1,H
22719,20170701,1800,0.3,1,H
37852,20170701,1800,0.3,1,H
22719,20170701,1900,0.6,1,H
37852,20170701,1900,0.9,1,H
22719,20170701,2000,6.6,1,H
37852,20170701,2000,4.0,1,H
22719,20170701,2100,5.2,1,H
37852,20170701,2100,6.7,1,H
22719,20170701,2200,2.2,1,H
37852,20170701,2200,1.2,1,H
22719,20170701,2300,0.4,1,H
37852,20170701,2300,2.4,1,H
22719,20170702,0000,0.4,1,H
37852,20170702,0000,2.1,1,H
22719,20170702,0100,0.4,1,H
37852,20170702,0100,0.0,1,H
22719,20170702,0200,0.4,1,H
37852,20170702,0200,0.0,1,H
22719,20170702,0300,0.4,1,H
37852,20170702,0300,0.0,1,H
22719,20170702,0400,0.4,1,H
37852,20170702,0400,0.0,1,H
22719,20170702,0500,0.4,1,H
37852,20170702,0500,0.0,1,H
22719,20170702,0600,0.4,1,H
37852,20170702,0600,0.0,1,H
22719,20170702,0700,0.4,1,H
37852,20170702,0700,0.0,1,H
22719,20170702,0800,0.4,1,H
37852,20170702,0800,0.0,1,H
22719,20170702,0900,0.1,1,H
37852,20170702,0900,0.0,1,H
22719,20170702,1000,0.0,1,H
37852,20170702,1000,0.0,1,H
22719,20170702,1100,0.0,1,H
37852,20170702,1100,0.0,1,H
22719,20170702,1200,0.1,1,H
37852,20170702,1200,0.0,1,H
22719,20170702,1300,0.1,1,H
37852,20170702,1300,0.0,1,H
22719,20170702,1400,0.1,1,H
37852,20170702,1400,0.0,1,H
22719,20170702,1500,0.1,1,H
37852,20170702,1500,0.0,1,H
22719,20170702,1600,0.1,1,H
37852,20170702,1600,0.0,1,H
22719,20170702,1700,0.1,1,H
37852,20170702,1700,0.3,1,H
22719,20170702,1800,0.1,1,H
37852,20170702,1800,2.6,1,H
22719,20170702,1900,1.2,1,H
37852,20170702,1900,0.4,1,H
22719,20170702,2000,0.5,1,H
37852,20170702,2000,0.0,1,H
22719,20170702,2100,0.5,1,H
37852,20170702,2100,0.1,1,H
22719,20170702,2200,0.5,1,H
37852,20170702,2200,0.0,1,H
22719,20170702,2300,0.5,1,H
37852,20170702,2300,0.3,1,H
22719,20170703,0000,0.5,1,H
37852,20170703,0000,0.0,1,H
22719,20170703,0100,0.5,1,H
37852,20170703,0100,0.0,1,H
22719,20170703,0200,0.5,1,H
37852,20170703,0200,0.0,1,H
22719,20170703,0300,0.5,1,H
37852,20170703,0300,0.2,1,H
22719,20170703,0400,0.5,1,H
37852,20170703,0400,0.0,1,H
22719,20170703,0500,0.5,1,H
37852,20170703,0500,0.0,1,H
22719,20170703,0600,0.5,1,H
37852,20170703,0600,0.0,1,H
22719,20170703,0700,0.5,1,H
37852,20170703,0700,0.0,1,H
22719,20170703,0800,0.5,1,H
37852,20170703,0800,0.5,1,H
22719,20170703,0900,0.5,1,H
37852,20170703,0900,1.2,1,H
22719,20170703,1000,2.9,1,H
37852,20170703,1000,1.1,1,H
22719,20170703,1100,3.4,1,H
37852,20170703,1100,0.1,1,H
22719,20170703,1200,1.2,1,H
37852,20170703,1200,2.6,1,H
22719,20170703,1300,0.3,1,H
37852,20170703,1300,0.0,1,H
22719,20170703,1400,0.0,1,H
37852,20170703,1400,0.0,1,H
22719,20170703,1500,0.0,1,H
37852,20170703,1500,0.0,1,H
22719,20170703,1600,0.0,1,H
37852,20170703,1600,0.1,1,H
22719,20170703,1700,0.0,1,H
37852,20170703,1700,0.0,1,H
22719,20170703,1800,0.0,1,H
37852,20170703,1800,0.0,1,H
22719,20170703,1900,0.0,1,H
37852,20170703,1900,0.0,1,H
22719,20170703,2000,0.0,1,H
37852,20170703,2000,0.0,1,H
22719,20170703,2100,0.0,1,H
37852,20170703,2100,0.0,1,H
22719,20170703,2200,0.0,1,H
37852,20170703,2200,0.0,1,H
22719,20170703,2300,0.0,1,H
37852,20170703,2300,0.0,1,H
22719,20170704,0000,0.0,1,H
37852,20170704,0000,0.0,1,H
22719,20170704,0100,0.0,1,H
37852,20170704,0100,0.0,1,H
22719,20170704,0200,0.0,1,H
37852,20170704,0200,0.0,1,H
22719,20170704,0300,0.0,1,H
37852,20170704,0300,0.0,1,H
22719,20170704,0400,0.0,1,H
37852,20170704,0400,0.0,1,H
22719,20170704,0500,0.0,1,H
37852,20170704,0500,0.0,1,H
22719,20170704,0600,0.0,1,H
37852,20170704,0600,0.0,1,H
22719,20170704,0700,0.0,1,H
37852,20170704,0700,0.0,1,H
22719,20170704,0800,0.0,1,H
37852,20170704,0800,0.0,1,H
22719,20170704,0900,0.0,1,H
37852,20170704,0900,0.0,1,H
22719,20170704,1000,0.0,1,H
37852,20170704,1000,0.0,1,H
22719,20170704,1100,0.0,1,H
37852,20170704,1100,0.0,1,H
22719,20170704,1200,0.0,1,H
37852,20170704,1200,0.0,1,H
22719,20170704,1300,0.0,1,H
37852,20170704,1300,0.0,1,H
22719,20170704,1400,0.0,1,H
37852,20170704,1400,0.0,1,H
22719,20170704,1500,0.0,1,H
37852,20170704,1500,0.0,1,H
22719,20170704,1600,0.0,1,H
37852,20170704,1600,0.0,1,H
22719,20170704,1700,0.0,1,H
37852,20170704,1700,0.0,1,H
22719,20170704,1800,0.0,1,H
37852,20170704,1800,0.0,1,H
22719,20170704,1900,0.0,1,H
37852,20170704,1900,0.0,1,H
22719,20170704,2000,0.0,1,H
37852,20170704,2000,0.0,1,H
22719,20170704,2100,0.0,1,H
37852,20170704,2100,0.0,1,H
22719,20170704,2200,0.0,1,H
37852,20170704,2200,0.0,1,H
22719,20170704,2300,0.0,1,H
37852,20170704,2300,0.0,1,H
22719,20170705,0000,0.0,1,H
37852,20170705,0000,0.0,1,H
22719,20170705,0100,0.0,1,H
37852,20170705,0100,0.0,1,H
22719,20170705,0200,0.0,1,H
37852,20170705,0200,0.0,1,H
22719,20170705,0300,0.0,1,H
37852,20170705,0300,0.0,1,H
22719,20170705,0400,0.0,1,H
37852,20170705,0400,0.0,1,H
22719,20170705,0500,0.0,1,H
37852,20170705,0500,0.0,1,H
22719,20170705,0600,0.0,1,H
37852,20170705,0600,0.0,1,H
22719,20170705,0700,0.0,1,H
37852,20170705,0700,0.0,1,H
22719,20170705,0800,0.0,1,H
37852,20170705,0800,0.0,1,H
22719,20170705,0900,0.0,1,H
37852,20170705,0900,0.0,1,H
22719,20170705,1000,0.0,1,H
37852,20170705,1000,0.0,1,H
22719,20170705,1100,0.1,1,H
37852,20170705,1100,0.2,1,H
22719,20170705,1200,0.3,1,H
37852,20170705,1200,0.8,1,H
22719,20170705,1300,0.3,1,H
37852,20170705,1300,1.6,1,H
22719,20170705,1400,0.3,1,H
37852,20170705,1400,0.7,1,H
22719,20170705,1500,0.3,1,H
37852,20170705,1500,1.4,1,H
22719,20170705,1600,0.3,1,H
37852,20170705,1600,0.0,1,H
22719,20170705,1700,0.3,1,H
37852,20170705,1700,0.0,1,H
22719,20170705,1800,0.3,1,H
37852,20170705,1800,0.0,1,H
22719,20170705,1900,0.3,1,H
37852,20170705,1900,0.0,1,H
22719,20170705,2000,0.3,1,H
37852,20170705,2000,0.1,1,H
22719,20170705,2100,0.3,1,H
37852,20170705,2100,0.3,1,H
22719,20170705,2200,0.3,1,H
37852,20170705,2200,2.0,1,H
22719,20170705,2300,0.8,1,H
37852,20170705,2300,0.3,1,H
22719,20170706,0000,1.3,1,H
37852,20170706,0000,0.2,1,H
22719,20170706,0100,1.3,1,H
37852,20170706,0100,1.0,1,H
22719,20170706,0200,1.0,1,H
37852,20170706,0200,1.6,1,H
22719,20170706,0300,2.1,1,H
37852,20170706,0300,1.8,1,H
22719,20170706,0400,1.4,1,H
37852,20170706,0400,2.5,1,H
22719,20170706,0500,1.4,1,H
37852,20170706,0500,0.3,1,H
22719,20170706,0600,0.0,1,H
37852,20170706,0600,0.2,1,H
22719,20170706,0700,0.0,1,H
37852,20170706,0700,0.0,1,H
22719,20170706,0800,0.0,1,H
37852,20170706,0800,0.0,1,H
22719,20170706,0900,0.0,1,H
37852,20170706,0900,0.0,1,H
22719,20170706,1000,0.0,1,H
37852,20170706,1000,0.0,1,H
22719,20170706,1100,0.0,1,H
37852,20170706,1100,0.0,1,H
22719,20170706,1200,0.0,1,H
37852,20170706,1200,0.0,1,H
22719,20170706,1300,0.0,1,H
37852,20170706,1300,0.0,1,H
22719,20170706,1400,0.9,1,H
37852,20170706,1400,1.4,1,H
22719,20170706,1500,0.4,1,H
37852,20170706,1500,0.8,1,H
22719,20170706,1600,0.4,1,H
37852,20170706,1600,0.0,1,H
22719,20170706,1700,6.2,1,H
37852,20170706,1700,0.0,1,H
22719,20170706,1800,1.1,1,H
37852,20170706,1800,2.8,1,H
22719,20170706,1900,0.7,1,H
37852,20170706,1900,0.0,1,H
22719,20170706,2000,0.7,1,H
37852,20170706,2000,0.0,1,H
22719,20170706,2100,0.7,1,H
37852,20170706,2100,0.4,1,H
22719,20170706,2200,0.7,1,H
37852,20170706,2200,0.3,1,H
22719,20170706,2300,0.7,1,H
37852,20170706,2300,0.0,1,H
22719,20170707,0000,0.7,1,H
37852,20170707,0000,0.1,1,H
22719,20170707,0100,4.1,1,H
37852,20170707,0100,0.1,1,H
22719,20170707,0200,3.9,1,H
37852,20170707,0200,0.1,1,H
22719,20170707,0300,0.5,1,H
37852,20170707,0300,0.0,1,H
22719,20170707,0400,2.6,1,H
37852,20170707,0400,0.0,1,H
22719,20170707,0500,0.2,1,H
37852,20170707,0500,0.0,1,H
22719,20170707,0600,0.2,1,H
37852,20170707,0600,0.4,1,H
22719,20170707,0700,0.2,1,H
37852,20170707,0700,0.0,1,H
22719,20170707,0800,0.2,1,H
37852,20170707,0800,0.0,1,H
22719,20170707,0900,0.2,1,H
37852,20170707,0900,0.4,1,H
22719,20170707,1000,0.0,1,H
37852,20170707,1000,0.1,1,H
22719,20170707,1100,0.0,1,H
37852,20170707,1100,0.0,1,H
22719,20170707,1200,0.0,1,H
37852,20170707,1200,0.0,1,H
22719,20170707,1300,0.0,1,H
37852,20170707,1300,0.8,1,H
22719,20170707,1400,0.0,1,H
37852,20170707,1400,0.1,1,H
22719,20170707,1500,0.0,1,H
37852,20170707,1500,0.0,1,H
22719,20170707,1600,0.0,1,H
37852,20170707,1600,0.0,1,H
22719,20170707,1700,0.0,1,H
37852,20170707,1700,0.0,1,H
22719,20170707,1800,0.0,1,H
37852,20170707,1800,0.0,1,H
22719,20170707,1900,0.0,1,H
37852,20170707,1900,0.0,1,H
22719,20170707,2000,0.0,1,H
37852,20170707,2000,0.1,1,H
22719,20170707,2100,0.0,1,H
37852,20170707,2100,0.2,1,H
22719,20170707,2200,0.0,1,H
37852,20170707,2200,0.0,1,H
22719,20170707,2300,0.0,1,H
37852,20170707,2300,0.0,1,H
22719,20170708,0000,0.0,1,H
37852,20170708,0000,0.0,1,H
22719,20170708,0100,0.0,1,H
37852,20170708,0100,0.0,1,H
22719,20170708,0200,0.0,1,H
37852,20170708,0200,0.0,1,H
22719,20170708,0300,0.0,1,H
37852,20170708,0300,0.0,1,H
22719,20170708,0400,0.0,1,H
37852,20170708,0400,0.0,1,H
22719,20170708,0500,0.0,1,H
37852,20170708,0500,0.0,1,H
22719,20170708,0600,0.0,1,H
37852,20170708,0600,0.0,1,H
22719,20170708,0700,0.0,1,H
37852,20170708,0700,0.0,1,H
22719,20170708,0800,0.0,1,H
37852,20170708,0800,0.1,1,H
22719,20170708,0900,0.0,1,H
37852,20170708,0900,0.5,1,H
22719,20170708,1000,0.0,1,H
37852,20170708,1000,0.1,1,H
22719,20170708,1100,2.3,1,H
37852,20170708,1100,0.1,1,H
22719,20170708,1200,0.3,1,H
37852,20170708,1200,0.1,1,H
22719,20170708,1300,0.3,1,H
37852,20170708,1300,0.0,1,H
22719,20170708,1400,0.3,1,H
37852,20170708,1400,0.0,1,H
22719,20170708,1500,0.3,1,H
37852,20170708,1500,0.0,1,H
22719,20170708,1600,0.3,1,H
37852,20170708,1600,0.0,1,H
22719,20170708,1700,0.3,1,H
37852,20170708,1700,0.5,1,H
22719,20170708,1800,0.3,1,H
37852,20170708,1800,0.2,1,H
22719,20170708,1900,0.3,1,H
37852,20170708,1900,0.0,1,H
22719,20170708,2000,0.3,1,H
37852,20170708,2000,0.0,1,H
22719,20170708,2100,0.3,1,H
37852,20170708,2100,0.0,1,H
22719,20170708,2200,0.3,1,H
37852,20170708,2200,0.2,1,H
22719,20170708,2300,0.3,1,H
37852,20170708,2300,0.6,1,H
22719,20170709,0000,0.3,1,H
37852,20170709,0000,1.4,1,H
22719,20170709,0100,0.3,1,H
37852,20170709,0100,0.2,1,H
22719,20170709,0200,0.3,1,H
37852,20170709,0200,0.7,1,H
22719,20170709,0300,0.7,1,H
37852,20170709,0300,0.4,1,H
22719,20170709,0400,0.4,1,H
37852,20170709,0400,0.2,1,H
22719,20170709,0500,0.4,1,H
37852,20170709,0500,0.0,1,H
22719,20170709,0600,0.4,1,H
37852,20170709,0600,0.0,1,H
22719,20170709,0700,0.4,1,H
37852,20170709,0700,0.0,1,H
22719,20170709,0800,0.4,1,H
37852,20170709,0800,3.1,1,H
22719,20170709,0900,1.2,1,H
37852,20170709,0900,0.0,1,H
22719,20170709,1000,0.0,1,H
37852,20170709,1000,0.0,1,H
22719,20170709,1100,0.0,1,H
37852,20170709,1100,0.0,1,H
22719,20170709,1200,0.8,1,H
37852,20170709,1200,0.2,1,H
22719,20170709,1300,3.8,1,H
37852,20170709,1300,0.0,1,H
22719,20170709,1400,0.5,1,H
37852,20170709,1400,0.0,1,H
22719,20170709,1500,0.2,1,H
37852,20170709,1500,0.0,1,H
22719,20170709,1600,0.2,1,H
37852,20170709,1600,0.7,1,H
22719,20170709,1700,0.2,1,H
37852,20170709,1700,0.0,1,H
22719,20170709,1800,0.2,1,H
37852,20170709,1800,0.0,1,H
22719,20170709,1900,0.2,1,H
37852,20170709,1900,0.0,1,H
22719,20170709,2000,0.2,1,H
37852,20170709,2000,0.0,1,H
22719,20170709,2100,0.3,1,H
37852,20170709,2100,0.0,1,H
22719,20170709,2200,0.0,1,H
37852,20170709,2200,0.0,1,H
22719,20170709,2300,0.0,1,H
37852,20170709,2300,0.0,1,H
22719,20170710,0000,0.0,1,H
37852,20170710,0000,0.0,1,H
22719,20170710,0100,0.0,1,H
37852,20170710,0100,0.0,1,H
22719,20170710,0200,0.0,1,H
37852,20170710,0200,0.0,1,H
22719,20170710,0300,0.0,1,H
37852,20170710,0300,0.1,1,H
22719,20170710,0400,0.0,1,H
37852,20170710,0400,0.0,1,H
22719,20170710,0500,0.0,1,H
37852,20170710,0500,0.0,1,H
22719,20170710,0600,0.0,1,H
37852,20170710,0600,0.0,1,H
22719,20170710,0700,0.0,1,H
37852,20170710,0700,0.0,1,H
22719,20170710,0800,0.0,1,H
37852,20170710,0800,0.0,1,H
22719,20170710,0900,0.0,1,H
37852,20170710,0900,0.0,1,H
22719,20170710,1000,0.0,1,H
37852,20170710,1000,0.0,1,H
22719,20170710,1100,0.2,1,H
37852,20170710,1100,0.0,1,H
22719,20170710,1200,0.0,1,H
37852,20170710,1200,0.0,1,H
22719,20170710,1300,0.0,1,H
37852,20170710,1300,0.0,1,H
22719,20170710,1400,0.0,1,H
37852,20170710,1400,0.0,1,H
22719,20170710,1500,0.0,1,H
37852,20170710,1500,0.0,1,H
22719,20170710,1600,0.0,1,H
37852,20170710,1600,0.0,1,H
22719,20170710,1700,0.0,1,H
37852,20170710,1700,0.0,1,H
22719,20170710,1800,0.0,1,H
37852,20170710,1800,0.0,1,H
22719,20170710,1900,0.4,1,H
37852,20170710,1900,0.0,1,H
22719,20170710,2000,0.2,1,H
37852,20170710,2000,0.0,1,H
22719,20170710,2100,0.2,1,H
37852,20170710,2100,0.0,1,H
22719,20170710,2200,0.2,1,H
37852,20170710,2200,0.0,1,H
22719,20170710,2300,0.2,1,H
37852,20170710,2300,0.0,1,H
22719,20170711,0000,0.2,1,H
37852,20170711,0000,0.0,1,H
22719,20170711,0100,0.2,1,H
37852,20170711,0100,0.0,1,H
22719,20170711,0200,0.2,1,H
37852,20170711,0200,0.0,1,H
22719,20170711,0300,0.2,1,H
37852,20170711,0300,0.0,1,H
22719,20170711,0400,0.2,1,H
37852,20170711,0400,0.0,1,H
22719,20170711,0500,0.2,1,H
37852,20170711,0500,0.0,1,H
22719,20170711,0600,2.9,1,H
37852,20170711,0600,1.1,1,H
22719,20170711,0700,0.2,1,H
37852,20170711,0700,0.3,1,H
22719,20170711,0800,0.0,1,H
37852,20170711,0800,0.0,1,H
22719,20170711,0900,0.0,1,H
37852,20170711,0900,0.0,1,H
22719,20170711,1000,0.0,1,H
37852,20170711,1000,0.0,1,H
22719,20170711,1100,0.0,1,H
37852,20170711,1100,0.0,1,H
22719,20170711,1200,0.0,1,H
37852,20170711,1200,0.0,1,H
22719,20170711,1300,0.0,1,H
37852,20170711,1300,0.0,1,H
22719,20170711,1400,0.0,1,H
37852,20170711,1400,0.0,1,H
22719,20170711,1500,0.0,1,H
37852,20170711,1500,0.0,1,H
22719,20170711,1600,0.0,1,H
37852,20170711,1600,0.0,1,H
22719,20170711,1700,0.0,1,H
37852,20170711,1700,0.0,1,H
22719,20170711,1800,0.0,1,H
37852,20170711,1800,0.0,1,H
22719,20170711,1900,0.0,1,H
37852,20170711,1900,0.0,1,H
22719,20170711,2000,0.0,1,H
37852,20170711,2000,0.0,1,H
22719,20170711,2100,0.0,1,H
37852,20170711,2100,0.0,1,H
22719,20170711,2200,0.0,1,H
37852,20170711,2200,0.0,1,H
22719,20170711,2300,0.0,1,H
37852,20170711,2300,0.0,1,H
22719,20170712,0000,0.0,1,H
37852,20170712,0000,0.0,1,H
22719,20170712,0100,0.0,1,H
37852,20170712,0100,0.0,1,H
22719,20170712,0200,0.0,1,H
37852,20170712,0200,0.0,1,H
22719,20170712,0300,2.0,1,H
37852,20170712,0300,0.3,1,H
22719,20170712,0400,0.4,1,H
37852,20170712,0400,3.1,1,H
22719,20170712,0500,0.4,1,H
37852,20170712,0500,0.1,1,H
22719,20170712,0600,0.4,1,H
37852,20170712,0600,0.0,1,H
22719,20170712,0700,0.4,1,H
37852,20170712,0700,0.6,1,H
22719,20170712,0800,0.4,1,H
37852,20170712,0800,0.5,1,H
22719,20170712,0900,0.0,1,H
37852,20170712,0900,0.0,1,H
22719,20170712,1000,0.0,1,H
37852,20170712,1000,0.0,1,H
22719,20170712,1100,0.0,1,H
37852,20170712,1100,0.0,1,H
22719,20170712,1200,0.0,1,H
37852,20170712,1200,0.3,1,H
22719,20170712,1300,0.0,1,H
37852,20170712,1300,0.0,1,H
22719,20170712,1400,0.0,1,H
37852,20170712,1400,0.0,1,H
22719,20170712,1500,0.1,1,H
37852,20170712,1500,0.0,1,H
22719,20170712,1600,0.1,1,H
37852,20170712,1600,0.2,1,H
22719,20170712,1700,0.1,1,H
37852,20170712,1700,0.4,1,H
22719,20170712,1800,0.1,1,H
37852,20170712,1800,0.0,1,H
22719,20170712,1900,0.1,1,H
37852,20170712,1900,0.0,1,H
22719,20170712,2000,0.1,1,H
37852,20170712,2000,0.0,1,H
22719,20170712,2100,0.1,1,H
37852,20170712,2100,0.0,1,H
22719,20170712,2200,0.1,1,H
37852,20170712,2200,0.0,1,H
22719,20170712,2300,0.1,1,H
37852,20170712,2300,0.1,1,H
22719,20170713,0000,0.0,1,H
37852,20170713,0000,0.1,1,H
22719,20170713,0100,0.0,1,H
37852,20170713,0100,0.0,1,H
22719,20170713,0200,0.0,1,H
37852,20170713,0200,0.0,1,H
22719,20170713,0300,0.0,1,H
37852,20170713,0300,0.0,1,H
22719,20170713,0400,0.0,1,H
37852,20170713,0400,0.0,1,H
22719,20170713,0500,0.0,1,H
37852,20170713,0500,0.0,1,H
22719,20170713,0600,0.0,1,H
37852,20170713,0600,0.0,1,H
22719,20170713,0700,0.0,1,H
37852,20170713,0700,0.0,1,H
22719,20170713,0800,0.0,1,H
37852,20170713,0800,0.0,1,H
22719,20170713,0900,0.0,1,H
37852,20170713,0900,0.0,1,H
22719,20170713,1000,0.0,1,H
37852,20170713,1000,0.0,1,H
22719,20170713,1100,0.0,1,H
37852,20170713,1100,0.0,1,H
22719,20170713,1200,0.0,1,H
37852,20170713,1200,0.0,1,H
22719,20170713,1300,0.0,1,H
37852,20170713,1300,0.0,1,H
22719,20170713,1400,0.1,1,H
37852,20170713,1400,0.0,1,H
22719,20170713,1500,0.4,1,H
37852,20170713,1500,0.3,1,H
22719,20170713,1600,0.4,1,H
37852,20170713,1600,1.0,1,H
22719,20170713,1700,0.4,1,H
37852,20170713,1700,1.1,1,H
22719,20170713,1800,0.4,1,H
37852,20170713,1800,0.6,1,H
22719,20170713,1900,0.4,1,H
37852,20170713,1900,1.7,1,H
22719,20170713,2000,0.4,1,H
37852,20170713,2000,1.2,1,H
22719,20170713,2100,0.4,1,H
37852,20170713,2100,1.3,1,H
22719,20170713,2200,0.4,1,H
37852,20170713,2200,0.0,1,H
22719,20170713,2300,0.4,1,H
37852,20170713,2300,0.0,1,H
22719,20170714,0000,0.4,1,H
37852,20170714,0000,0.0,1,H
22719,20170714,0100,0.4,1,H
37852,20170714,0100,0.0,1,H
22719,20170714,0200,0.4,1,H
37852,20170714,0200,0.0,1,H
22719,20170714,0300,0.4,1,H
37852,20170714,0300,0.0,1,H
22719,20170714,0400,0.4,1,H
37852,20170714,0400,0.0,1,H
22719,20170714,0500,0.4,1,H
37852,20170714,0500,0.0,1,H
22719,20170714,0600,0.0,1,H
37852,20170714,0600,0.1,1,H
22719,20170714,0700,0.0,1,H
37852,20170714,0700,0.1,1,H
22719,20170714,0800,0.0,1,H
37852,20170714,0800,0.0,1,H
22719,20170714,0900,0.0,1,H
37852,20170714,0900,0.0,1,H
22719,20170714,1000,0.0,1,H
37852,20170714,1000,0.0,1,H
22719,20170714,1100,0.0,1,H
37852,20170714,1100,0.0,1,H
22719,20170714,1200,0.4,1,H
37852,20170714,1200,0.2,1,H
22719,20170714,1300,0.6,1,H
37852,20170714,1300,0.9,1,H
22719,20170714,1400,0.0,1,H
37852,20170714,1400,0.0,1,H
22719,20170714,1500,0.0,1,H
37852,20170714,1500,0.0,1,H
22719,20170714,1600,0.0,1,H
37852,20170714,1600,0.0,1,H
22719,20170714,1700,0.0,1,H
37852,20170714,1700,0.0,1,H
22719,20170714,1800,0.0,1,H
37852,20170714,1800,0.0,1,H
22719,20170714,1900,0.0,1,H
37852,20170714,1900,0.0,1,H
22719,20170714,2000,0.0,1,H
37852,20170714,2000,0.0,1,H
22719,20170714,2100,0.0,1,H
37852,20170714,2100,0.0,1,H
22719,20170714,2200,0.0,1,H
37852,20170714,2200,0.0,1,H
22719,20170714,2300,0.0,1,H
37852,20170714,2300,0.0,1,H
22719,20170715,0000,0.0,1,H
37852,20170715,0000,0.0,1,H
22719,20170715,0100,0.0,1,H
37852,20170715,0100,0.0,1,H
22719,20170715,0200,0.0,1,H
37852,20170715,0200,0.0,1,H
22719,20170715,0300,0.0,1,H
37852,20170715,0300,0.0,1,H
22719,20170715,0400,0.0,1,H
37852,20170715,0400,0.0,1,H
22719,20170715,0500,0.0,1,H
37852,20170715,0500,0.0,1,H
22719,20170715,0600,0.0,1,H
37852,20170715,0600,0.0,1,H
22719,20170715,0700,0.0,1,H
37852,20170715,0700,0.0,1,H
22719,20170715,0800,0.0,1,H
37852,20170715,0800,0.0,1,H
22719,20170715,0900,0.0,1,H
37852,20170715,0900,0.0,1,H
22719,20170715,1000,0.0,1,H
37852,20170715,1000,0.0,1,H
22719,20170715,1100,0.0,1,H
37852,20170715,1100,0.0,1,H
22719,20170715,1200,0.0,1,H
37852,20170715,1200,0.0,1,H
22719,20170715,1300,0.0,1,H
37852,20170715,1300,0.0,1,H
22719,20170715,1400,0.0,1,H
37852,20170715,1400,0.0,1,H
22719,20170715,1500,0.0,1,H
37852,20170715,1500,0.0,1,H
22719,20170715,1600,0.0,1,H
37852,20170715,1600,0.0,1,H
22719,20170715,1700,0.0,1,H
37852,20170715,1700,0.0,1,H
22719,20170715,1800,0.0,1,H
37852,20170715,1800,0.0,1,H
22719,20170715,1900,0.0,1,H
37852,20170715,1900,0.0,1,H
22719,20170715,2000,0.0,1,H
37852,20170715,2000,0.0,1,H
22719,20170715,2100,0.0,1,H
37852,20170715,2100,0.0,1,H
22719,20170715,2200,0.0,1,H
37852,20170715,2200,0.0,1,H
22719,20170715,2300,0.0,1,H
37852,20170715,2300,0.0,1,H
22719,20170716,0000,0.0,1,H
37852,20170716,0000,0.0,1,H
22719,20170716,0100,0.0,1,H
37852,20170716,0100,0.0,1,H
22719,20170716,0200,0.0,1,H
37852,20170716,0200,0.0,1,H
22719,20170716,0300,0.0,1,H
37852,20170716,0300,0.0,1,H
22719,20170716,0400,0.0,1,H
37852,20170716,0400,0.0,1,H
22719,20170716,0500,0.0,1,H
37852,20170716,0500,0.0,1,H
22719,20170716,0600,0.0,1,H
37852,20170716,0600,0.0,1,H
22719,20170716,0700,0.0,1,H
37852,20170716,0700,0.0,1,H
22719,20170716,0800,0.0,1,H
37852,20170716,0800,0.0,1,H
22719,20170716,0900,0.0,1,H
37852,20170716,0900,0.0,1,H
22719,20170716,1000,0.0,1,H
37852,20170716,1000,0.0,1,H
22719,20170716,1100,0.0,1,H
