Station,Date(NZST),Time(NZST),Amount(mm),Period(Hrs),Freq
22719,20170328,0100,0.0,1,H
37852,20170328,0100,0.0,1,H
22719,20170328,0200,0.0,1,H
37852,20170328,0200,0.0,1,H
22719,20170328,0300,0.0,1,H
37852,20170328,0300,0.0,1,H
22719,20170328,0400,0.0,1,H
37852,20170328,0400,0.0,1,H
22719,20170328,0500,0.0,1,H
37852,20170328,0500,0.0,1,H
22719,20170328,0600,0.0,1,H
37852,20170328,0600,0.0,1,H
22719,20170328,0700,0.0,1,H
37852,20170328,0700,0.0,1,H
22719,20170328,0800,0.0,1,H
37852,20170328,0800,0.0,1,H
22719,20170328,0900,0.0,1,H
37852,20170328,0900,0.0,1,H
22719,20170328,1000,0.0,1,H
37852,20170328,1000,0.0,1,H
22719,20170328,1100,0.0,1,H
37852,20170328,1100,0.0,1,H
22719,20170328,1200,0.0,1,H
37852,20170328,1200,0.0,1,H
22719,20170328,1300,0.0,1,H
37852,20170328,1300,0.0,1,H
22719,20170328,1400,0.0,1,H
37852,20170328,1400,0.0,1,H
22719,20170328,1500,0.0,1,H
37852,20170328,1500,0.0,1,H
22719,20170328,1600,0.0,1,H
37852,20170328,1600,0.0,1,H
22719,20170328,1700,0.0,1,H
37852,20170328,1700,0.0,1,H
22719,20170328,1800,0.0,1,H
37852,20170328,1800,0.0,1,H
22719,20170328,1900,1.7,1,H
37852,20170328,1900,0.0,1,H
22719,20170328,2000,5.9,1,H
37852,20170328,2000,0.0,1,H
22719,20170328,2100,0.0,1,H
37852,20170328,2100,0.0,1,H
22719,20170328,2200,0.0,1,H
37852,20170328,2200,0.0,1,H
22719,20170328,2300,0.0,1,H
37852,20170328,2300,0.0,1,H
22719,20170329,0000,0.2,1,H
37852,20170329,0000,0.0,1,H
22719,20170329,0100,1.8,1,H
37852,20170329,0100,2.3,1,H
22719,20170329,0200,1.7,1,H
37852,20170329,0200,1.8,1,H
22719,20170329,0300,5.1,1,H
37852,20170329,0300,1.6,1,H
22719,20170329,0400,2.4,1,H
37852,20170329,0400,6.8,1,H
22719,20170329,0500,1.6,1,H
37852,20170329,0500,1.4,1,H
22719,20170329,0600,3.5,1,H
37852,20170329,0600,1.4,1,H
22719,20170329,0700,4.4,1,H
37852,20170329,0700,1.9,1,H
22719,20170329,0800,14.2,1,H
37852,20170329,0800,4.0,1,H
22719,20170329,0900,9.9,1,H
37852,20170329,0900,1.7,1,H
22719,20170329,1000,1.8,1,H
37852,20170329,1000,0.6,1,H
22719,20170329,1100,0.6,1,H
37852,20170329,1100,0.6,1,H
22719,20170329,1200,0.6,1,H
37852,20170329,1200,0.6,1,H
22719,20170329,1300,0.6,1,H
37852,20170329,1300,0.5,1,H
22719,20170329,1400,0.6,1,H
37852,20170329,1400,0.0,1,H
22719,20170329,1500,0.6,1,H
37852,20170329,1500,0.0,1,H
22719,20170329,1600,0.6,1,H
37852,20170329,1600,0.0,1,H
22719,20170329,1700,0.4,1,H
37852,20170329,1700,0.0,1,H
22719,20170329,1800,0.0,1,H
37852,20170329,1800,0.0,1,H
22719,20170329,1900,0.0,1,H
37852,20170329,1900,0.0,1,H
22719,20170329,2000,0.0,1,H
37852,20170329,2000,0.0,1,H
22719,20170329,2100,0.0,1,H
37852,20170329,2100,0.0,1,H
22719,20170329,2200,0.0,1,H
37852,20170329,2200,0.0,1,H
22719,20170329,2300,0.0,1,H
37852,20170329,2300,0.0,1,H
22719,20170330,0000,0.0,1,H
37852,20170330,0000,0.0,1,H
22719,20170330,0100,0.0,1,H
37852,20170330,0100,0.0,1,H
22719,20170330,0200,0.0,1,H
37852,20170330,0200,0.0,1,H
22719,20170330,0300,0.0,1,H
37852,20170330,0300,0.0,1,H
22719,20170330,0400,0.0,1,H
37852,20170330,0400,0.0,1,H
22719,20170330,0500,0.0,1,H
37852,20170330,0500,0.0,1,H
22719,20170330,0600,0.0,1,H
37852,20170330,0600,0.0,1,H
22719,20170330,0700,0.0,1,H
37852,20170330,0700,0.0,1,H
22719,20170330,0800,0.0,1,H
37852,20170330,0800,0.0,1,H
22719,20170330,0900,0.0,1,H
37852,20170330,0900,0.0,1,H
22719,20170330,1000,0.0,1,H
37852,20170330,1000,0.0,1,H
22719,20170330,1100,0.0,1,H
37852,20170330,1100,0.0,1,H
22719,20170330,1200,0.0,1,H
37852,20170330,1200,0.0,1,H
22719,20170330,1300,0.0,1,H
37852,20170330,1300,0.0,1,H
22719,20170330,1400,0.0,1,H
37852,20170330,1400,0.0,1,H
22719,20170330,1500,0.0,1,H
37852,20170330,1500,0.0,1,H
22719,20170330,1600,0.0,1,H
37852,20170330,1600,0.0,1,H
22719,20170330,1700,0.0,1,H
37852,20170330,1700,0.0,1,H
22719,20170330,1800,0.0,1,H
37852,20170330,1800,0.0,1,H
22719,20170330,1900,0.0,1,H
37852,20170330,1900,0.0,1,H
22719,20170330,2000,0.0,1,H
37852,20170330,2000,0.0,1,H
22719,20170330,2100,0.0,1,H
37852,20170330,2100,0.0,1,H
22719,20170330,2200,0.0,1,H
37852,20170330,2200,0.0,1,H
22719,20170330,2300,0.0,1,H
37852,20170330,2300,0.0,1,H
22719,20170331,0000,0.0,1,H
37852,20170331,0000,0.0,1,H
22719,20170331,0100,0.0,1,H
37852,20170331,0100,0.0,1,H
22719,20170331,0200,0.0,1,H
37852,20170331,0200,0.0,1,H
22719,20170331,0300,0.0,1,H
37852,20170331,0300,0.0,1,H
22719,20170331,0400,0.0,1,H
37852,20170331,0400,0.0,1,H
22719,20170331,0500,0.0,1,H
37852,20170331,0500,0.0,1,H
22719,20170331,0600,0.0,1,H
37852,20170331,0600,0.0,1,H
22719,20170331,0700,0.0,1,H
37852,20170331,0700,0.0,1,H
22719,20170331,0800,0.0,1,H
37852,20170331,0800,0.0,1,H
22719,20170331,0900,0.0,1,H
37852,20170331,0900,0.0,1,H
22719,20170331,1000,0.0,1,H
37852,20170331,1000,0.0,1,H
22719,20170331,1100,0.0,1,H
37852,20170331,1100,0.0,1,H
22719,20170331,1200,0.0,1,H
37852,20170331,1200,0.0,1,H
22719,20170331,1300,0.0,1,H
37852,20170331,1300,0.0,1,H
22719,20170331,1400,0.0,1,H
37852,20170331,1400,0.0,1,H
22719,20170331,1500,0.0,1,H
37852,20170331,1500,0.0,1,H
22719,20170331,1600,0.0,1,H
37852,20170331,1600,0.0,1,H
22719,20170331,1700,0.0,1,H
37852,20170331,1700,0.0,1,H
22719,20170331,1800,0.0,1,H
37852,20170331,1800,0.0,1,H
22719,20170331,1900,0.0,1,H
37852,20170331,1900,0.0,1,H
22719,20170331,2000,0.0,1,H
37852,20170331,2000,0.0,1,H
22719,20170331,2100,0.0,1,H
37852,20170331,2100,0.0,1,H
22719,20170331,2200,0.0,1,H
37852,20170331,2200,0.0,1,H
22719,20170331,2300,0.0,1,H
37852,20170331,2300,0.0,1,H
22719,20170401,0000,0.0,1,H
37852,20170401,0000,0.0,1,H
22719,20170401,0100,0.0,1,H
37852,20170401,0100,0.0,1,H
22719,20170401,0200,0.0,1,H
37852,20170401,0200,0.0,1,H
22719,20170401,0300,0.0,1,H
37852,20170401,0300,0.0,1,H
22719,20170401,0400,0.0,1,H
37852,20170401,0400,0.0,1,H
22719,20170401,0500,0.0,1,H
37852,20170401,0500,0.0,1,H
22719,20170401,0600,0.0,1,H
37852,20170401,0600,0.0,1,H
22719,20170401,0700,0.0,1,H
37852,20170401,0700,0.0,1,H
22719,20170401,0800,0.0,1,H
37852,20170401,0800,0.0,1,H
22719,20170401,0900,0.0,1,H
37852,20170401,0900,0.0,1,H
22719,20170401,1000,0.0,1,H
37852,20170401,1000,0.0,1,H
22719,20170401,1100,0.0,1,H
37852,20170401,1100,0.0,1,H
22719,20170401,1200,0.0,1,H
37852,20170401,1200,0.0,1,H
22719,20170401,1300,0.0,1,H
37852,20170401,1300,0.0,1,H
22719,20170401,1400,0.0,1,H
37852,20170401,1400,0.0,1,H
22719,20170401,1500,0.0,1,H
37852,20170401,1500,0.0,1,H
22719,20170401,1600,0.0,1,H
37852,20170401,1600,0.0,1,H
22719,20170401,1700,0.0,1,H
37852,20170401,1700,0.0,1,H
22719,20170401,1800,0.0,1,H
37852,20170401,1800,0.0,1,H
22719,20170401,1900,0.0,1,H
37852,20170401,1900,0.0,1,H
22719,20170401,2000,0.0,1,H
37852,20170401,2000,0.0,1,H
22719,20170401,2100,0.0,1,H
37852,20170401,2100,0.0,1,H
22719,20170401,2200,0.0,1,H
37852,20170401,2200,0.0,1,H
22719,20170401,2300,0.0,1,H
37852,20170401,2300,0.0,1,H
22719,20170402,0000,0.0,1,H
37852,20170402,0000,0.0,1,H
22719,20170402,0100,0.0,1,H
37852,20170402,0100,0.0,1,H
22719,20170402,0200,0.0,1,H
37852,20170402,0200,0.0,1,H
22719,20170402,0300,0.0,1,H
37852,20170402,0300,0.0,1,H
22719,20170402,0400,0.0,1,H
37852,20170402,0400,0.0,1,H
22719,20170402,0500,0.0,1,H
37852,20170402,0500,0.0,1,H
22719,20170402,0600,0.0,1,H
37852,20170402,0600,0.0,1,H
22719,20170402,0700,0.0,1,H
37852,20170402,0700,0.0,1,H
22719,20170402,0800,0.0,1,H
37852,20170402,0800,0.0,1,H
22719,20170402,0900,0.0,1,H
37852,20170402,0900,0.0,1,H
22719,20170402,1000,0.0,1,H
37852,20170402,1000,0.0,1,H
22719,20170402,1100,0.0,1,H
37852,20170402,1100,0.0,1,H
22719,20170402,1200,0.0,1,H
37852,20170402,1200,0.0,1,H
22719,20170402,1300,0.0,1,H
37852,20170402,1300,0.0,1,H
22719,20170402,1400,0.0,1,H
37852,20170402,1400,0.0,1,H
22719,20170402,1500,0.0,1,H
37852,20170402,1500,0.0,1,H
22719,20170402,1600,0.0,1,H
37852,20170402,1600,0.0,1,H
22719,20170402,1700,0.0,1,H
37852,20170402,1700,0.0,1,H
22719,20170402,1800,0.0,1,H
37852,20170402,1800,1.2,1,H
22719,20170402,1900,0.0,1,H
37852,20170402,1900,0.6,1,H
22719,20170402,2000,0.0,1,H
37852,20170402,2000,0.1,1,H
22719,20170402,2100,0.0,1,H
37852,20170402,2100,0.1,1,H
22719,20170402,2200,0.0,1,H
37852,20170402,2200,0.1,1,H
22719,20170402,2300,0.0,1,H
37852,20170402,2300,0.1,1,H
22719,20170403,0000,0.0,1,H
37852,20170403,0000,0.1,1,H
22719,20170403,0100,0.0,1,H
37852,20170403,0100,0.1,1,H
22719,20170403,0200,0.0,1,H
37852,20170403,0200,0.1,1,H
22719,20170403,0300,0.0,1,H
37852,20170403,0300,0.1,1,H
22719,20170403,0400,0.0,1,H
37852,20170403,0400,0.1,1,H
22719,20170403,0500,0.0,1,H
37852,20170403,0500,0.0,1,H
22719,20170403,0600,0.0,1,H
37852,20170403,0600,0.0,1,H
22719,20170403,0700,0.0,1,H
37852,20170403,0700,0.0,1,H
22719,20170403,0800,0.0,1,H
37852,20170403,0800,0.0,1,H
22719,20170403,0900,0.0,1,H
37852,20170403,0900,0.0,1,H
22719,20170403,1000,0.0,1,H
37852,20170403,1000,0.0,1,H
22719,20170403,1100,0.0,1,H
37852,20170403,1100,0.0,1,H
22719,20170403,1200,0.0,1,H
37852,20170403,1200,0.0,1,H
22719,20170403,1300,0.0,1,H
37852,20170403,1300,0.0,1,H
22719,20170403,1400,0.0,1,H
37852,20170403,1400,0.0,1,H
22719,20170403,1500,0.0,1,H
37852,20170403,1500,0.0,1,H
22719,20170403,1600,0.0,1,H
37852,20170403,1600,0.0,1,H
22719,20170403,1700,0.0,1,H
37852,20170403,1700,0.0,1,H
22719,20170403,1800,0.0,1,H
37852,20170403,1800,0.0,1,H
22719,20170403,1900,0.0,1,H
37852,20170403,1900,0.2,1,H
22719,20170403,2000,0.0,1,H
37852,20170403,2000,1.3,1,H
22719,20170403,2100,0.1,1,H
37852,20170403,2100,0.9,1,H
22719,20170403,2200,0.1,1,H
37852,20170403,2200,0.1,1,H
22719,20170403,2300,0.1,1,H
37852,20170403,2300,0.1,1,H
22719,20170404,0000,0.1,1,H
37852,20170404,0000,0.1,1,H
22719,20170404,0100,0.1,1,H
37852,20170404,0100,0.1,1,H
22719,20170404,0200,0.1,1,H
37852,20170404,0200,0.1,1,H
22719,20170404,0300,0.1,1,H
37852,20170404,0300,0.1,1,H
22719,20170404,0400,0.1,1,H
37852,20170404,0400,0.1,1,H
22719,20170404,0500,0.1,1,H
37852,20170404,0500,0.2,1,H
22719,20170404,0600,0.1,1,H
37852,20170404,0600,0.1,1,H
22719,20170404,0700,0.1,1,H
37852,20170404,0700,0.1,1,H
22719,20170404,0800,0.3,1,H
37852,20170404,0800,0.1,1,H
22719,20170404,0900,0.0,1,H
37852,20170404,0900,0.1,1,H
22719,20170404,1000,0.1,1,H
37852,20170404,1000,0.2,1,H
22719,20170404,1100,0.2,1,H
37852,20170404,1100,0.3,1,H
22719,20170404,1200,0.2,1,H
37852,20170404,1200,0.3,1,H
22719,20170404,1300,0.2,1,H
37852,20170404,1300,0.3,1,H
22719,20170404,1400,0.2,1,H
37852,20170404,1400,0.3,1,H
22719,20170404,1500,0.2,1,H
37852,20170404,1500,0.3,1,H
22719,20170404,1600,0.2,1,H
37852,20170404,1600,2.0,1,H
22719,20170404,1700,4.5,1,H
37852,20170404,1700,1.6,1,H
22719,20170404,1800,3.1,1,H
37852,20170404,1800,5.6,1,H
22719,20170404,1900,11.5,1,H
37852,20170404,1900,14.6,1,H
22719,20170404,2000,14.0,1,H
37852,20170404,2000,22.2,1,H
22719,20170404,2100,8.2,1,H
37852,20170404,2100,14.0,1,H
22719,20170404,2200,14.0,1,H
37852,20170404,2200,8.1,1,H
22719,20170404,2300,5.8,1,H
37852,20170404,2300,4.8,1,H
22719,20170405,0000,4.6,1,H
37852,20170405,0000,3.3,1,H
22719,20170405,0100,1.1,1,H
37852,20170405,0100,3.6,1,H
22719,20170405,0200,6.5,1,H
37852,20170405,0200,1.9,1,H
22719,20170405,0300,1.0,1,H
37852,20170405,0300,0.9,1,H
22719,20170405,0400,6.2,1,H
37852,20170405,0400,3.2,1,H
22719,20170405,0500,2.5,1,H
37852,20170405,0500,6.6,1,H
22719,20170405,0600,1.5,1,H
37852,20170405,0600,3.3,1,H
22719,20170405,0700,0.0,1,H
37852,20170405,0700,0.0,1,H
22719,20170405,0800,0.0,1,H
37852,20170405,0800,0.0,1,H
22719,20170405,0900,0.0,1,H
37852,20170405,0900,0.0,1,H
22719,20170405,1000,0.0,1,H
37852,20170405,1000,0.0,1,H
22719,20170405,1100,0.1,1,H
37852,20170405,1100,0.1,1,H
22719,20170405,1200,2.0,1,H
37852,20170405,1200,3.9,1,H
22719,20170405,1300,2.8,1,H
37852,20170405,1300,3.7,1,H
22719,20170405,1400,0.5,1,H
37852,20170405,1400,0.3,1,H
22719,20170405,1500,1.4,1,H
37852,20170405,1500,1.3,1,H
22719,20170405,1600,0.3,1,H
37852,20170405,1600,0.5,1,H
22719,20170405,1700,0.3,1,H
37852,20170405,1700,0.2,1,H
22719,20170405,1800,0.3,1,H
37852,20170405,1800,0.2,1,H
22719,20170405,1900,0.3,1,H
37852,20170405,1900,0.2,1,H
22719,20170405,2000,4.9,1,H
37852,20170405,2000,0.7,1,H
22719,20170405,2100,0.0,1,H
37852,20170405,2100,0.1,1,H
22719,20170405,2200,0.0,1,H
37852,20170405,2200,0.1,1,H
22719,20170405,2300,0.0,1,H
37852,20170405,2300,0.1,1,H
22719,20170406,0000,0.0,1,H
37852,20170406,0000,0.1,1,H
22719,20170406,0100,0.0,1,H
37852,20170406,0100,0.1,1,H
22719,20170406,0200,0.0,1,H
37852,20170406,0200,0.1,1,H
22719,20170406,0300,0.0,1,H
37852,20170406,0300,0.1,1,H
22719,20170406,0400,0.0,1,H
37852,20170406,0400,0.1,1,H
22719,20170406,0500,0.0,1,H
37852,20170406,0500,0.1,1,H
22719,20170406,0600,0.0,1,H
37852,20170406,0600,0.0,1,H
22719,20170406,0700,0.0,1,H
37852,20170406,0700,0.0,1,H
22719,20170406,0800,0.0,1,H
37852,20170406,0800,0.0,1,H
22719,20170406,0900,0.0,1,H
37852,20170406,0900,0.0,1,H
22719,20170406,1000,0.0,1,H
37852,20170406,1000,0.0,1,H
22719,20170406,1100,0.0,1,H
37852,20170406,1100,0.0,1,H
22719,20170406,1200,0.0,1,H
37852,20170406,1200,0.0,1,H
22719,20170406,1300,0.0,1,H
37852,20170406,1300,0.0,1,H
22719,20170406,1400,0.4,1,H
37852,20170406,1400,0.2,1,H
22719,20170406,1500,0.0,1,H
37852,20170406,1500,0.0,1,H
22719,20170406,1600,0.0,1,H
37852,20170406,1600,0.0,1,H
22719,20170406,1700,0.0,1,H
37852,20170406,1700,0.0,1,H
22719,20170406,1800,0.0,1,H
37852,20170406,1800,0.0,1,H
22719,20170406,1900,0.0,1,H
37852,20170406,1900,0.0,1,H
22719,20170406,2000,0.0,1,H
37852,20170406,2000,0.0,1,H
22719,20170406,2100,0.0,1,H
37852,20170406,2100,0.0,1,H
22719,20170406,2200,0.0,1,H
37852,20170406,2200,0.0,1,H
22719,20170406,2300,0.0,1,H
37852,20170406,2300,0.0,1,H
22719,20170407,0000,0.0,1,H
37852,20170407,0000,0.0,1,H
22719,20170407,0100,0.0,1,H
37852,20170407,0100,0.0,1,H
22719,20170407,0200,0.0,1,H
37852,20170407,0200,0.0,1,H
22719,20170407,0300,0.0,1,H
37852,20170407,0300,0.0,1,H
22719,20170407,0400,0.0,1,H
37852,20170407,0400,0.0,1,H
22719,20170407,0500,0.0,1,H
37852,20170407,0500,0.0,1,H
22719,20170407,0600,0.0,1,H
37852,20170407,0600,0.0,1,H
22719,20170407,0700,0.0,1,H
37852,20170407,0700,0.0,1,H
22719,20170407,0800,0.0,1,H
37852,20170407,0800,0.0,1,H
22719,20170407,0900,0.0,1,H
37852,20170407,0900,0.0,1,H
22719,20170407,1000,0.0,1,H
37852,20170407,1000,0.0,1,H
22719,20170407,1100,0.0,1,H
37852,20170407,1100,0.0,1,H
22719,20170407,1200,0.0,1,H
37852,20170407,1200,0.0,1,H
22719,20170407,1300,0.0,1,H
37852,20170407,1300,0.0,1,H
22719,20170407,1400,0.0,1,H
37852,20170407,1400,0.0,1,H
22719,20170407,1500,0.0,1,H
37852,20170407,1500,0.0,1,H
22719,20170407,1600,0.0,1,H
37852,20170407,1600,0.0,1,H
22719,20170407,1700,0.0,1,H
37852,20170407,1700,0.0,1,H
22719,20170407,1800,0.0,1,H
37852,20170407,1800,0.0,1,H
22719,20170407,1900,0.0,1,H
37852,20170407,1900,0.0,1,H
22719,20170407,2000,0.0,1,H
37852,20170407,2000,0.0,1,H
22719,20170407,2100,0.0,1,H
37852,20170407,2100,0.0,1,H
22719,20170407,2200,0.0,1,H
37852,20170407,2200,0.0,1,H
22719,20170407,2300,0.0,1,H
37852,20170407,2300,0.0,1,H
22719,20170408,0000,0.0,1,H
37852,20170408,0000,0.0,1,H
22719,20170408,0100,0.0,1,H
37852,20170408,0100,0.0,1,H
22719,20170408,0200,0.0,1,H
37852,20170408,0200,0.0,1,H
22719,20170408,0300,0.0,1,H
37852,20170408,0300,0.0,1,H
22719,20170408,0400,0.0,1,H
37852,20170408,0400,0.0,1,H
22719,20170408,0500,0.0,1,H
37852,20170408,0500,0.0,1,H
22719,20170408,0600,0.0,1,H
37852,20170408,0600,0.0,1,H
22719,20170408,0700,0.0,1,H
37852,20170408,0700,0.0,1,H
22719,20170408,0800,0.0,1,H
37852,20170408,0800,0.0,1,H
22719,20170408,0900,0.0,1,H
37852,20170408,0900,0.0,1,H
22719,20170408,1000,0.0,1,H
37852,20170408,1000,0.0,1,H
22719,20170408,1100,0.0,1,H
37852,20170408,1100,0.0,1,H
22719,20170408,1200,0.0,1,H
37852,20170408,1200,0.0,1,H
22719,20170408,1300,0.0,1,H
37852,20170408,1300,0.0,1,H
22719,20170408,1400,0.0,1,H
37852,20170408,1400,0.0,1,H
22719,20170408,1500,0.0,1,H
37852,20170408,1500,0.0,1,H
22719,20170408,1600,0.0,1,H
37852,20170408,1600,0.0,1,H
22719,20170408,1700,0.0,1,H
37852,20170408,1700,0.0,1,H
22719,20170408,1800,0.0,1,H
37852,20170408,1800,0.0,1,H
22719,20170408,1900,0.0,1,H
37852,20170408,1900,0.0,1,H
22719,20170408,2000,0.0,1,H
37852,20170408,2000,0.0,1,H
22719,20170408,2100,0.0,1,H
37852,20170408,2100,0.0,1,H
22719,20170408,2200,0.0,1,H
37852,20170408,2200,0.0,1,H
22719,20170408,2300,0.0,1,H
37852,20170408,2300,0.0,1,H
22719,20170409,0000,0.0,1,H
37852,20170409,0000,0.0,1,H
22719,20170409,0100,0.0,1,H
37852,20170409,0100,0.0,1,H
22719,20170409,0200,0.0,1,H
37852,20170409,0200,0.0,1,H
22719,20170409,0300,0.0,1,H
37852,20170409,0300,0.0,1,H
22719,20170409,0400,0.0,1,H
37852,20170409,0400,0.0,1,H
22719,20170409,0500,0.0,1,H
37852,20170409,0500,0.0,1,H
22719,20170409,0600,0.0,1,H
37852,20170409,0600,0.0,1,H
22719,20170409,0700,0.0,1,H
37852,20170409,0700,0.0,1,H
22719,20170409,0800,0.0,1,H
37852,20170409,0800,0.0,1,H
22719,20170409,0900,0.0,1,H
37852,20170409,0900,0.0,1,H
22719,20170409,1000,0.0,1,H
37852,20170409,1000,0.0,1,H
22719,20170409,1100,0.0,1,H
37852,20170409,1100,0.0,1,H
22719,20170409,1200,0.0,1,H
37852,20170409,1200,0.0,1,H
22719,20170409,1300,0.0,1,H
37852,20170409,1300,0.0,1,H
22719,20170409,1400,0.0,1,H
37852,20170409,1400,0.0,1,H
22719,20170409,1500,0.0,1,H
37852,20170409,1500,0.0,1,H
22719,20170409,1600,0.0,1,H
37852,20170409,1600,0.0,1,H
22719,20170409,1700,0.0,1,H
37852,20170409,1700,0.0,1,H
22719,20170409,1800,0.0,1,H
37852,20170409,1800,0.0,1,H
22719,20170409,1900,0.0,1,H
37852,20170409,1900,0.0,1,H
22719,20170409,2000,0.0,1,H
37852,20170409,2000,0.0,1,H
22719,20170409,2100,0.0,1,H
37852,20170409,2100,0.2,1,H
22719,20170409,2200,0.0,1,H
37852,20170409,2200,0.0,1,H
22719,20170409,2300,0.0,1,H
37852,20170409,2300,0.0,1,H
22719,20170410,0000,0.0,1,H
37852,20170410,0000,0.0,1,H
22719,20170410,0100,0.0,1,H
37852,20170410,0100,0.0,1,H
22719,20170410,0200,0.0,1,H
37852,20170410,0200,0.0,1,H
22719,20170410,0300,0.0,1,H
37852,20170410,0300,0.0,1,H
22719,20170410,0400,0.0,1,H
37852,20170410,0400,0.0,1,H
22719,20170410,0500,0.0,1,H
37852,20170410,0500,0.0,1,H
22719,20170410,0600,0.0,1,H
37852,20170410,0600,0.0,1,H
22719,20170410,0700,0.0,1,H
37852,20170410,0700,0.0,1,H
22719,20170410,0800,0.0,1,H
37852,20170410,0800,0.0,1,H
22719,20170410,0900,0.0,1,H
37852,20170410,0900,0.0,1,H
22719,20170410,1000,0.0,1,H
37852,20170410,1000,0.0,1,H
22719,20170410,1100,0.0,1,H
37852,20170410,1100,0.0,1,H
22719,20170410,1200,0.0,1,H
37852,20170410,1200,0.0,1,H
22719,20170410,1300,0.0,1,H
37852,20170410,1300,0.0,1,H
22719,20170410,1400,0.0,1,H
37852,20170410,1400,0.0,1,H
22719,20170410,1500,0.0,1,H
37852,20170410,1500,0.0,1,H
22719,20170410,1600,0.0,1,H
37852,20170410,1600,0.0,1,H
22719,20170410,1700,0.0,1,H
37852,20170410,1700,0.0,1,H
22719,20170410,1800,0.0,1,H
37852,20170410,1800,0.0,1,H
22719,20170410,1900,0.0,1,H
37852,20170410,1900,0.0,1,H
22719,20170410,2000,0.0,1,H
37852,20170410,2000,0.0,1,H
22719,20170410,2100,0.0,1,H
37852,20170410,2100,0.0,1,H
22719,20170410,2200,0.0,1,H
37852,20170410,2200,0.0,1,H
22719,20170410,2300,0.0,1,H
37852,20170410,2300,0.0,1,H
22719,20170411,0000,0.0,1,H
37852,20170411,0000,0.0,1,H
22719,20170411,0100,0.0,1,H
37852,20170411,0100,0.0,1,H
22719,20170411,0200,0.0,1,H
37852,20170411,0200,0.0,1,H
22719,20170411,0300,0.0,1,H
37852,20170411,0300,0.0,1,H
22719,20170411,0400,0.0,1,H
37852,20170411,0400,0.0,1,H
22719,20170411,0500,0.0,1,H
37852,20170411,0500,0.0,1,H
22719,20170411,0600,0.0,1,H
37852,20170411,0600,0.0,1,H
22719,20170411,0700,0.0,1,H
37852,20170411,0700,0.0,1,H
22719,20170411,0800,0.0,1,H
37852,20170411,0800,0.0,1,H
22719,20170411,0900,0.0,1,H
37852,20170411,0900,0.0,1,H
22719,20170411,1000,0.0,1,H
37852,20170411,1000,0.0,1,H
22719,20170411,1100,0.0,1,H
37852,20170411,1100,0.0,1,H
22719,20170411,1200,0.0,1,H
37852,20170411,1200,0.0,1,H
22719,20170411,1300,0.0,1,H
37852,20170411,1300,0.0,1,H
22719,20170411,1400,0.0,1,H
37852,20170411,1400,0.0,1,H
22719,20170411,1500,0.0,1,H
37852,20170411,1500,0.0,1,H
22719,20170411,1600,0.0,1,H
37852,20170411,1600,0.0,1,H
22719,20170411,1700,0.0,1,H
37852,20170411,1700,0.0,1,H
22719,20170411,1800,0.0,1,H
37852,20170411,1800,0.0,1,H
22719,20170411,1900,0.0,1,H
37852,20170411,1900,0.0,1,H
22719,20170411,2000,0.0,1,H
37852,20170411,2000,0.0,1,H
22719,20170411,2100,0.0,1,H
37852,20170411,2100,0.0,1,H
22719,20170411,2200,0.0,1,H
37852,20170411,2200,0.0,1,H
22719,20170411,2300,0.0,1,H
37852,20170411,2300,0.0,1,H
22719,20170412,0000,0.0,1,H
37852,20170412,0000,0.0,1,H
22719,20170412,0100,0.0,1,H
37852,20170412,0100,0.0,1,H
22719,20170412,0200,0.0,1,H
37852,20170412,0200,0.0,1,H
22719,20170412,0300,0.0,1,H
37852,20170412,0300,0.0,1,H
22719,20170412,0400,0.0,1,H
37852,20170412,0400,0.0,1,H
22719,20170412,0500,0.0,1,H
37852,20170412,0500,0.0,1,H
22719,20170412,0600,0.0,1,H
37852,20170412,0600,0.0,1,H
22719,20170412,0700,0.0,1,H
37852,20170412,0700,0.0,1,H
22719,20170412,0800,0.2,1,H
37852,20170412,0800,0.6,1,H
22719,20170412,0900,2.2,1,H
37852,20170412,0900,4.1,1,H
22719,20170412,1000,0.2,1,H
37852,20170412,1000,0.0,1,H
22719,20170412,1100,0.4,1,H
37852,20170412,1100,14.4,1,H
22719,20170412,1200,11.0,1,H
37852,20170412,1200,27.3,1,H
22719,20170412,1300,16.1,1,H
37852,20170412,1300,7.1,1,H
22719,20170412,1400,5.7,1,H
37852,20170412,1400,2.7,1,H
22719,20170412,1500,0.2,1,H
37852,20170412,1500,0.3,1,H
22719,20170412,1600,0.1,1,H
37852,20170412,1600,0.3,1,H
22719,20170412,1700,0.0,1,H
37852,20170412,1700,0.3,1,H
22719,20170412,1800,0.0,1,H
37852,20170412,1800,0.3,1,H
22719,20170412,1900,0.1,1,H
37852,20170412,1900,0.3,1,H
22719,20170412,2000,0.0,1,H
37852,20170412,2000,0.3,1,H
22719,20170412,2100,1.4,1,H
37852,20170412,2100,4.4,1,H
22719,20170412,2200,5.2,1,H
37852,20170412,2200,4.1,1,H
22719,20170412,2300,2.2,1,H
37852,20170412,2300,4.9,1,H
22719,20170413,0000,3.4,1,H
37852,20170413,0000,5.7,1,H
22719,20170413,0100,4.0,1,H
37852,20170413,0100,21.0,1,H
22719,20170413,0200,1.4,1,H
37852,20170413,0200,10.5,1,H
22719,20170413,0300,0.0,1,H
37852,20170413,0300,0.6,1,H
22719,20170413,0400,0.0,1,H
